party,Locality_name,Locality_symbol,Can_vote,voters,Proper_votes,number_of_votes,hebrew_party_name,english_party_name,year
צפ,מחנה עדי,1417,181,129,126,10,התנועה,hatnoa,2013
צפ,סוסיה,3756,478,382,381,0,התנועה,hatnoa,2013
צפ,חברון,3400,281,247,247,3,התנועה,hatnoa,2013
צפ,הר גילה,3603,577,501,499,34,התנועה,hatnoa,2013
צפ,אל סייד,1359,293,136,135,1,התנועה,hatnoa,2013
צפ,קבועה (שבט),1234,538,170,165,2,התנועה,hatnoa,2013
צפ,לוטן,1255,119,73,72,3,התנועה,hatnoa,2013
צפ,בית אל,3574,3102,2658,2653,0,התנועה,hatnoa,2013
צפ,מתת,1184,134,93,93,5,התנועה,hatnoa,2013
צפ,כוכב יאיר,1224,7668,5995,5976,440,התנועה,hatnoa,2013
צפ,ניר צבי,331,865,685,681,70,התנועה,hatnoa,2013
צפ,מדרשת בן גוריון,1140,875,648,648,49,התנועה,hatnoa,2013
צפ,גיתית,3613,167,122,122,5,התנועה,hatnoa,2013
צפ,מחנה טלי,1418,162,98,97,11,התנועה,hatnoa,2013
צפ,אדורה,3759,179,144,144,19,התנועה,hatnoa,2013
צפ,שומריה,1265,288,252,252,0,התנועה,hatnoa,2013
צפ,אלון שבות,3604,1885,1559,1547,3,התנועה,hatnoa,2013
צפ,בת חן,1361,519,402,398,22,התנועה,hatnoa,2013
צפ,שורשים,1235,312,223,223,23,התנועה,hatnoa,2013
צפ,אשרת,1256,347,233,232,23,התנועה,hatnoa,2013
צפ,בית חורון,3575,670,584,584,2,התנועה,hatnoa,2013
צפ,הושעיה,1186,1126,924,924,54,התנועה,hatnoa,2013
צפ,יובלים,1226,924,723,723,76,התנועה,hatnoa,2013
צפ,קבוצת יבנה,334,612,459,458,17,התנועה,hatnoa,2013
צפ,מבוא מודיעים,1141,185,118,118,0,התנועה,hatnoa,2013
צפ,מכורה,3614,106,77,75,10,התנועה,hatnoa,2013
צפ,ניצן ב',1419,1360,993,985,3,התנועה,hatnoa,2013
צפ,אורנית,3760,5049,3999,3979,214,התנועה,hatnoa,2013
צפ,מיתר,1268,5479,4184,4163,423,התנועה,hatnoa,2013
צפ,משואה,3605,134,97,97,3,התנועה,hatnoa,2013
צפ,בני נצרים,1363,133,118,118,0,התנועה,hatnoa,2013
צפ,נירית,1236,941,781,779,67,התנועה,hatnoa,2013
צפ,חנתון,1257,357,277,277,46,התנועה,hatnoa,2013
צפ,מצפה יריחו,3576,1072,911,907,0,התנועה,hatnoa,2013
צפ,אשחר,1188,437,363,363,10,התנועה,hatnoa,2013
צפ,יתד,1227,272,187,187,6,התנועה,hatnoa,2013
צפ,רמת השופט,335,610,437,435,28,התנועה,hatnoa,2013
צפ,אלומה,1145,285,254,254,0,התנועה,hatnoa,2013
צפ,פצאל,3615,224,157,157,14,התנועה,hatnoa,2013
צפ,תנובות,2002,548,409,405,26,התנועה,hatnoa,2013
צפ,איתמר,3762,453,349,349,0,התנועה,hatnoa,2013
צפ,להבים,1271,4547,3498,3489,409,התנועה,hatnoa,2013
צפ,גלגל,3606,122,70,70,6,התנועה,hatnoa,2013
צפ,נווה,1366,181,168,168,0,התנועה,hatnoa,2013
צפ,תלמי יוסף,1237,238,162,162,18,התנועה,hatnoa,2013
צפ,מסד,1258,380,261,259,25,התנועה,hatnoa,2013
צפ,שדמות מחולה,3578,368,237,236,1,התנועה,hatnoa,2013
צפ,מצפה נטופה,1190,475,379,379,2,התנועה,hatnoa,2013
צפ,רקפת,1228,588,467,467,41,התנועה,hatnoa,2013
צפ,דורות,336,500,365,361,24,התנועה,hatnoa,2013
צפ,עלומים,1146,318,268,268,5,התנועה,hatnoa,2013
צפ,מעלה אדומים,3616,25597,18193,18049,322,התנועה,hatnoa,2013
צפ,תלמי אלעזר,2003,528,410,407,18,התנועה,hatnoa,2013
צפ,גבע בנימין,3763,2493,1805,1789,14,התנועה,hatnoa,2013
צפ,חלוץ,1272,287,197,196,11,התנועה,hatnoa,2013
צפ,"ייט""ב",3607,152,120,120,1,התנועה,hatnoa,2013
צפ,מצפה אילן,1370,96,92,92,0,התנועה,hatnoa,2013
צפ,סופה,1238,178,120,120,10,התנועה,hatnoa,2013
צפ,נווה שלום,1259,162,127,127,1,התנועה,hatnoa,2013
צפ,אלון מורה,3579,885,722,715,0,התנועה,hatnoa,2013
צפ,בר יוחאי,1191,354,263,263,0,התנועה,hatnoa,2013
צפ,כלנית,1229,164,122,122,0,התנועה,hatnoa,2013
צפ,איבים,338,118,14,14,0,התנועה,hatnoa,2013
צפ,נטועה,1147,228,154,152,14,התנועה,hatnoa,2013
צפ,עופרה,3617,1673,1418,1417,3,התנועה,hatnoa,2013
צפ,שדה יצחק,2008,364,258,257,22,התנועה,hatnoa,2013
צפ,חגי,3764,254,214,214,0,התנועה,hatnoa,2013
צפ,גן נר,1274,1731,1204,1199,64,התנועה,hatnoa,2013
צפ,מעלה אפרים,3608,1178,598,587,42,התנועה,hatnoa,2013
צפ,מחנה תל נוף,1412,198,147,147,11,התנועה,hatnoa,2013
צפ,חולית,1239,106,66,65,4,התנועה,hatnoa,2013
צפ,רתמים,1260,162,137,136,0,התנועה,hatnoa,2013
צפ,ארגמן,3598,134,85,80,7,התנועה,hatnoa,2013
צפ,ערערה-בנגב,1192,5796,3798,3784,4,התנועה,hatnoa,2013
צפ,לבנים,1230,307,214,213,11,התנועה,hatnoa,2013
צפ,רמת צבי,339,387,309,308,27,התנועה,hatnoa,2013
צפ,צור נתן,1148,207,155,155,11,התנועה,hatnoa,2013
צפ,אלעזר,3618,1156,987,984,1,התנועה,hatnoa,2013
צפ,יובל,2009,382,283,283,23,התנועה,hatnoa,2013
צפ,עלי,3765,1711,1375,1369,1,התנועה,hatnoa,2013
צפ,אבטליון,1275,190,147,146,14,התנועה,hatnoa,2013
צפ,חמרה,3609,125,80,80,5,התנועה,hatnoa,2013
צפ,מחנה מרים,1414,120,66,66,4,התנועה,hatnoa,2013
צפ,עין הבשור,1240,628,493,491,57,התנועה,hatnoa,2013
צפ,הר עמשא,1261,109,81,81,0,התנועה,hatnoa,2013
צפ,מחולה,3599,339,285,283,2,התנועה,hatnoa,2013
צפ,נאות סמדר,1197,309,191,191,15,התנועה,hatnoa,2013
צפ,פרי גן,1231,130,92,92,8,התנועה,hatnoa,2013
צפ,גת (קיבוץ),340,447,317,314,25,התנועה,hatnoa,2013
צפ,עזר,1149,631,461,459,35,התנועה,hatnoa,2013
צפ,טל-אל,1181,687,553,549,47,התנועה,hatnoa,2013
צפ,חמאם,993,941,370,364,25,התנועה,hatnoa,2013
צפ,כרמי צור,3766,443,384,383,0,התנועה,hatnoa,2013
צפ,ניצני סיני,1280,245,188,188,17,התנועה,hatnoa,2013
צפ,תובל,1172,281,194,193,14,התנועה,hatnoa,2013
צפ,אבו קורינאת (שבט),968,2386,660,650,2,התנועה,hatnoa,2013
צפ,דקל,1241,260,168,168,16,התנועה,hatnoa,2013
צפ,צוקים,1262,107,93,92,7,התנועה,hatnoa,2013
צפ,רהט,1161,23793,13460,13242,71,התנועה,hatnoa,2013
צפ,בית קמה,598,539,438,433,36,התנועה,hatnoa,2013
צפ,גיזו,1043,126,103,103,8,התנועה,hatnoa,2013
צפ,גברעם,342,293,217,217,16,התנועה,hatnoa,2013
צפ,צופר,1150,281,217,215,21,התנועה,hatnoa,2013
צפ,שמשית,1337,1402,1155,1152,144,התנועה,hatnoa,2013
צפ,מנשית זבדה,994,656,393,389,29,התנועה,hatnoa,2013
צפ,נחליאל,3767,251,195,195,0,התנועה,hatnoa,2013
צפ,מירב,1282,253,206,206,3,התנועה,hatnoa,2013
צפ,לפידות,1173,130,88,87,2,התנועה,hatnoa,2013
צפ,עטאוונה (שבט),969,124,29,29,15,התנועה,hatnoa,2013
צפ,נתיב העשרה,1242,578,458,458,38,התנועה,hatnoa,2013
צפ,כפר ורדים,1263,4435,3321,3305,305,התנועה,hatnoa,2013
צפ,בית רימון,1162,243,203,203,4,התנועה,hatnoa,2013
צפ,פרוד,599,270,177,176,15,התנועה,hatnoa,2013
צפ,יעף,1044,125,112,112,3,התנועה,hatnoa,2013
צפ,חמדיה,343,305,219,217,7,התנועה,hatnoa,2013
צפ,פארן,1151,349,257,257,53,התנועה,hatnoa,2013
צפ,כדיתה,1338,93,50,50,5,התנועה,hatnoa,2013
צפ,רומת הייב,997,1099,382,357,32,התנועה,hatnoa,2013
צפ,פדואל,3768,658,589,589,0,התנועה,hatnoa,2013
צפ,תל תאומים,1283,269,178,177,2,התנועה,hatnoa,2013
צפ,מנוף,1174,493,361,361,38,התנועה,hatnoa,2013
צפ,תראבין א-צאנע (שב,970,584,98,93,0,התנועה,hatnoa,2013
צפ,קציר,1243,1804,1255,1245,119,התנועה,hatnoa,2013
צפ,כרמי יוסף,1264,1429,1112,1109,99,התנועה,hatnoa,2013
צפ,מורן,1163,292,218,216,21,התנועה,hatnoa,2013
צפ,נירים,602,379,269,269,12,התנועה,hatnoa,2013
צפ,שתולה,1045,219,143,142,5,התנועה,hatnoa,2013
צפ,מענית,344,487,398,395,22,התנועה,hatnoa,2013
צפ,אשלים,1152,295,197,197,14,התנועה,hatnoa,2013
צפ,אבו קרינאת (יישוב,1342,135,59,54,0,התנועה,hatnoa,2013
צפ,ביר אל-מכסור,998,5187,2286,2247,516,התנועה,hatnoa,2013
צפ,הר אדר,3769,2542,2015,2006,186,התנועה,hatnoa,2013
צפ,נופית,1284,1857,1523,1519,165,התנועה,hatnoa,2013
צפ,עידן,1175,240,149,149,15,התנועה,hatnoa,2013
צפ,קוואעין (שבט),972,366,93,92,0,התנועה,hatnoa,2013
צפ,תמרת,1244,1212,942,941,96,התנועה,hatnoa,2013
צפ,הגושרים,356,544,392,389,35,התנועה,hatnoa,2013
צפ,שילת,1165,374,319,319,28,התנועה,hatnoa,2013
צפ,אלקוש,603,257,146,146,5,התנועה,hatnoa,2013
צפ,אוהד,1046,231,163,162,18,התנועה,hatnoa,2013
צפ,כפר סאלד,345,431,315,313,19,התנועה,hatnoa,2013
צפ,כישור,1153,99,76,75,8,התנועה,hatnoa,2013
צפ,מכחול,1343,148,37,37,0,התנועה,hatnoa,2013
צפ,מבשרת ציון,1015,18404,13192,13116,818,התנועה,hatnoa,2013
צפ,חשמונאים,3770,1987,1638,1630,2,התנועה,hatnoa,2013
צפ,כרכום,1285,428,299,299,26,התנועה,hatnoa,2013
צפ,ספיר,1176,282,172,169,5,התנועה,hatnoa,2013
צפ,זרזיר,975,4308,2100,2042,395,התנועה,hatnoa,2013
צפ,סלמה,1245,1736,785,769,9,התנועה,hatnoa,2013
צפ,כפר בלום,357,602,398,395,40,התנועה,hatnoa,2013
צפ,כפר רות,1166,185,152,152,15,התנועה,hatnoa,2013
צפ,בית עריף,604,632,477,474,6,התנועה,hatnoa,2013
צפ,חזון,1047,287,210,210,0,התנועה,hatnoa,2013
צפ,גליל ים,346,309,246,246,24,התנועה,hatnoa,2013
צפ,מגן שאול,1155,314,215,210,14,התנועה,hatnoa,2013
צפ,גבעות בר,1344,192,163,163,14,התנועה,hatnoa,2013
צפ,אור עקיבא,1020,14128,7411,7282,216,התנועה,hatnoa,2013
צפ,עץ אפרים,3778,601,478,478,10,התנועה,hatnoa,2013
צפ,שגב-שלום,1286,3323,1308,1281,18,התנועה,hatnoa,2013
צפ,טללים,1177,109,82,81,9,התנועה,hatnoa,2013
צפ,ג'נאביב (שבט),976,293,114,110,28,התנועה,hatnoa,2013
צפ,עראמשה,1246,881,240,234,11,התנועה,hatnoa,2013
צפ,יד מרדכי,358,644,450,449,27,התנועה,hatnoa,2013
צפ,קיסריה,1167,3948,2608,2593,281,התנועה,hatnoa,2013
צפ,כפר שמאי,605,280,179,179,6,התנועה,hatnoa,2013
צפ,בית חשמונאי,1050,1344,1051,1042,76,התנועה,hatnoa,2013
צפ,מנרה,347,216,152,151,19,התנועה,hatnoa,2013
צפ,סמר,1156,266,167,166,12,התנועה,hatnoa,2013
צפ,צור יצחק,1345,1173,997,997,67,התנועה,hatnoa,2013
צפ,חרוצים,1024,552,400,396,35,התנועה,hatnoa,2013
צפ,כוכב יעקב,3779,3032,2467,2456,2,התנועה,hatnoa,2013
צפ,שני,1287,305,188,187,6,התנועה,hatnoa,2013
צפ,מורשת,1178,706,593,592,3,התנועה,hatnoa,2013
צפ,כעביה-טבאש-חג'אג',978,2872,1627,1603,57,התנועה,hatnoa,2013
צפ,חריש,1247,578,403,399,7,התנועה,hatnoa,2013
צפ,ניצנים,359,359,269,268,31,התנועה,hatnoa,2013
צפ,הוואשלה (שבט),1169,1148,456,447,1,התנועה,hatnoa,2013
צפ,מזור,606,731,564,563,54,התנועה,hatnoa,2013
צפ,תלמי אליהו,1051,244,128,127,21,התנועה,hatnoa,2013
צפ,ניר עם,348,330,192,189,10,התנועה,hatnoa,2013
צפ,אחווה,1157,181,144,144,16,התנועה,hatnoa,2013
צפ,תראבין א-צאנע(ישו,1346,154,54,53,0,התנועה,hatnoa,2013
צפ,שדרות,1031,16889,9387,9208,990,התנועה,hatnoa,2013
צפ,ביתר עילית,3780,16587,14069,13997,1,התנועה,hatnoa,2013
צפ,גבעת אלה,1288,1451,1103,1100,120,התנועה,hatnoa,2013
צפ,קורנית,1179,541,433,428,29,התנועה,hatnoa,2013
צפ,ח'ואלד (שבט),986,151,53,53,0,התנועה,hatnoa,2013
צפ,הרדוף,1249,317,257,256,10,התנועה,hatnoa,2013
צפ,"גבעת ניל""י",360,379,300,298,23,התנועה,hatnoa,2013
צפ,סייד (שבט),1170,1386,519,516,5,התנועה,hatnoa,2013
צפ,מירון,607,394,266,266,1,התנועה,hatnoa,2013
צפ,קטורה,1052,430,200,199,20,התנועה,hatnoa,2013
צפ,ניצן,351,719,560,557,0,התנועה,hatnoa,2013
צפ,יהל,1158,217,108,108,12,התנועה,hatnoa,2013
צפ,קצר א-סר,1347,530,317,313,1,התנועה,hatnoa,2013
צפ,קרית מלאכי,1034,15854,9710,9553,278,התנועה,hatnoa,2013
צפ,קדר,3781,698,515,512,11,התנועה,hatnoa,2013
צפ,זמר,1290,3814,2119,2085,5,התנועה,hatnoa,2013
צפ,צביה,1180,241,185,182,23,התנועה,hatnoa,2013
צפ,ראס עלי,990,302,179,177,4,התנועה,hatnoa,2013
צפ,עין תמר,1251,124,96,96,19,התנועה,hatnoa,2013
צפ,רוחמה,362,462,310,309,15,התנועה,hatnoa,2013
צפ,לוטם,1171,351,249,249,11,התנועה,hatnoa,2013
צפ,כפר חושן,609,516,319,317,8,התנועה,hatnoa,2013
צפ,תל שבע,1054,6981,3049,2980,4,התנועה,hatnoa,2013
צפ,גבולות,352,266,161,161,9,התנועה,hatnoa,2013
צפ,שכניה,1160,497,398,395,36,התנועה,hatnoa,2013
צפ,ביר הדאג',1348,526,363,353,2,התנועה,hatnoa,2013
צפ,נצאצרה (שבט),1041,313,247,243,0,התנועה,hatnoa,2013
צפ,שמעה,3784,241,142,138,8,התנועה,hatnoa,2013
צפ,כמהין,1291,201,104,104,7,התנועה,hatnoa,2013
צפ,ערב אל נעים,1335,341,234,224,1,התנועה,hatnoa,2013
צפ,משואות יצחק,620,465,387,386,6,התנועה,hatnoa,2013
צפ,תל מונד,154,7442,5529,5489,378,התנועה,hatnoa,2013
צפ,חפץ חיים,363,372,314,314,1,התנועה,hatnoa,2013
צפ,ח'ואלד,1321,232,102,99,6,התנועה,hatnoa,2013
צפ,סתריה,610,729,580,578,48,התנועה,hatnoa,2013
צפ,נווה זוהר,1057,72,28,28,0,התנועה,hatnoa,2013
צפ,בית זיד,353,108,52,51,9,התנועה,hatnoa,2013
צפ,לפיד,1310,1578,1197,1194,84,התנועה,hatnoa,2013
צפ,בית שקמה,747,493,264,264,7,התנועה,hatnoa,2013
צפ,קלנסווה,638,11260,5923,5839,19,התנועה,hatnoa,2013
צפ,נעלה,3787,644,512,510,20,התנועה,hatnoa,2013
צפ,ג'דיידה-מכר,1292,11783,6384,6324,21,התנועה,hatnoa,2013
צפ,דור,738,267,196,195,23,התנועה,hatnoa,2013
צפ,עין צורים,622,749,627,625,10,התנועה,hatnoa,2013
צפ,באר טוביה,155,610,512,507,57,התנועה,hatnoa,2013
צפ,כפר אוריה,364,488,380,379,23,התנועה,hatnoa,2013
צפ,בת הדר,1323,381,261,261,33,התנועה,hatnoa,2013
צפ,צרופה,612,613,469,465,27,התנועה,hatnoa,2013
צפ,שדה ניצן,1058,329,177,177,21,התנועה,hatnoa,2013
צפ,רביבים,354,654,424,420,27,התנועה,hatnoa,2013
צפ,אבשלום,1311,170,112,110,13,התנועה,hatnoa,2013
צפ,מסלול,748,375,261,261,11,התנועה,hatnoa,2013
צפ,מצר,648,424,314,314,23,התנועה,hatnoa,2013
צפ,טלמון,3788,1298,1157,1153,1,התנועה,hatnoa,2013
צפ,גבעת אבני,1293,1565,1119,1117,69,התנועה,hatnoa,2013
צפ,שדה עוזיהו,739,841,602,597,16,התנועה,hatnoa,2013
צפ,יראון,623,374,220,215,14,התנועה,hatnoa,2013
צפ,עיינות,156,77,54,54,6,התנועה,hatnoa,2013
צפ,בית קשת,365,345,236,236,21,התנועה,hatnoa,2013
צפ,"בסמ""ה",1326,5004,2781,2754,7,התנועה,hatnoa,2013
צפ,ציפורי,613,544,416,416,38,התנועה,hatnoa,2013
צפ,כסיפה,1059,6039,3059,2991,22,התנועה,hatnoa,2013
צפ,חורשים,355,264,171,171,16,התנועה,hatnoa,2013
צפ,פוריה עילית,1313,617,372,362,27,התנועה,hatnoa,2013
צפ,פטיש,749,561,391,390,17,התנועה,hatnoa,2013
צפ,מייסר,649,1048,438,430,3,התנועה,hatnoa,2013
צפ,נופים,3790,368,256,254,4,התנועה,hatnoa,2013
צפ,אור הגנוז,1294,161,104,102,0,התנועה,hatnoa,2013
צפ,אשתאול,740,641,500,498,7,התנועה,hatnoa,2013
צפ,ג'לג'וליה,627,5011,3552,3518,3,התנועה,hatnoa,2013
צפ,עין ורד,157,961,802,800,88,התנועה,hatnoa,2013
צפ,שמיר,366,648,442,441,69,התנועה,hatnoa,2013
צפ,מעלה עירון,1327,7774,4009,3960,9,התנועה,hatnoa,2013
צפ,שומרה,614,278,166,166,3,התנועה,hatnoa,2013
צפ,לקיה,1060,5338,3410,3359,9,התנועה,hatnoa,2013
צפ,שחר,7,438,314,302,34,התנועה,hatnoa,2013
צפ,נווה זיו,1314,368,285,283,20,התנועה,hatnoa,2013
צפ,פדויים,750,283,181,181,4,התנועה,hatnoa,2013
צפ,אבטין,652,1533,632,618,10,התנועה,hatnoa,2013
צפ,צופים,3791,904,719,718,15,התנועה,hatnoa,2013
צפ,יאנוח-ג'ת,1295,3748,2173,2164,245,התנועה,hatnoa,2013
צפ,שואבה,741,430,323,323,22,התנועה,hatnoa,2013
צפ,ג'ת,628,6554,2549,2483,3,התנועה,hatnoa,2013
צפ,נען,158,1183,900,900,51,התנועה,hatnoa,2013
צפ,עין העמק,367,520,347,340,12,התנועה,hatnoa,2013
צפ,אחוזת ברק,1330,1277,963,955,61,התנועה,hatnoa,2013
צפ,קדרון,615,1045,838,834,90,התנועה,hatnoa,2013
צפ,נצרת עילית,1061,39281,20850,20315,774,התנועה,hatnoa,2013
צפ,תירוש,10,301,199,197,2,התנועה,hatnoa,2013
צפ,מתן,1315,2126,1697,1687,167,התנועה,hatnoa,2013
צפ,בית מאיר,751,359,269,266,0,התנועה,hatnoa,2013
צפ,כפר קרע,654,10487,7044,6974,16,התנועה,hatnoa,2013
צפ,אבני חפץ,3793,767,644,640,1,התנועה,hatnoa,2013
צפ,כסרא-סמיע,1296,4604,3443,3407,187,התנועה,hatnoa,2013
צפ,מסילת ציון,742,635,510,510,33,התנועה,hatnoa,2013
צפ,כפר ברא,633,1704,1024,1012,1,התנועה,hatnoa,2013
צפ,בית חנן,159,500,391,388,47,התנועה,hatnoa,2013
צפ,ביריה,368,552,397,394,19,התנועה,hatnoa,2013
צפ,כמאנה,1331,845,446,432,1,התנועה,hatnoa,2013
צפ,רינתיה,616,650,493,492,48,התנועה,hatnoa,2013
צפ,מעלות-תרשיחא,1063,17395,10663,10418,325,התנועה,hatnoa,2013
צפ,"ניר ח""ן",11,344,237,237,23,התנועה,hatnoa,2013
צפ,אל-עריאן,1316,107,78,78,5,התנועה,hatnoa,2013
צפ,תעוז,752,396,298,297,13,התנועה,hatnoa,2013
צפ,שייח' דנון,658,1619,879,866,5,התנועה,hatnoa,2013
צפ,בת עין,3794,635,464,460,0,התנועה,hatnoa,2013
צפ,כפר חנניה,1297,375,289,288,21,התנועה,hatnoa,2013
צפ,כפר שמואל,743,522,430,428,73,התנועה,hatnoa,2013
צפ,כפר קאסם,634,11756,9426,9362,38,התנועה,hatnoa,2013
צפ,חולדה,160,335,247,245,11,התנועה,hatnoa,2013
צפ,גלעד (אבן יצחק),369,348,243,243,18,התנועה,hatnoa,2013
צפ,חוסנייה,1332,400,223,221,2,התנועה,hatnoa,2013
צפ,ברקאי,617,472,312,308,26,התנועה,hatnoa,2013
צפ,אמירים,1064,485,364,362,21,התנועה,hatnoa,2013
צפ,חצבה,13,461,349,345,57,התנועה,hatnoa,2013
צפ,דמיידה,1317,254,132,126,1,התנועה,hatnoa,2013
צפ,ינוב,753,569,420,417,16,התנועה,hatnoa,2013
צפ,שער אפרים,661,977,757,748,32,התנועה,hatnoa,2013
צפ,רבבה,3795,626,582,581,0,התנועה,hatnoa,2013
צפ,חורה,1303,5335,2021,1983,162,התנועה,hatnoa,2013
צפ,תלמי יפה,744,370,275,275,29,התנועה,hatnoa,2013
צפ,מוקייבלה,635,1938,1053,1015,1,התנועה,hatnoa,2013
צפ,חירות,162,839,704,704,69,התנועה,hatnoa,2013
צפ,גזר,370,349,176,176,13,התנועה,hatnoa,2013
צפ,נוף איילון,1333,1460,1258,1258,1,התנועה,hatnoa,2013
צפ,חדיד,618,529,395,395,15,התנועה,hatnoa,2013
צפ,זמרת,1065,240,190,187,0,התנועה,hatnoa,2013
צפ,נועם,15,313,214,212,3,התנועה,hatnoa,2013
צפ,בת חפר,1319,3428,2626,2611,204,התנועה,hatnoa,2013
צפ,גורן,755,352,250,249,2,התנועה,hatnoa,2013
צפ,חוסן,662,589,413,413,39,התנועה,hatnoa,2013
צפ,כפר האורנים,3796,1276,1062,1059,76,התנועה,hatnoa,2013
צפ,שוהם,1304,12989,10329,10295,703,התנועה,hatnoa,2013
צפ,גמזו,745,606,497,495,1,התנועה,hatnoa,2013
צפ,צנדלה,636,1030,448,443,0,התנועה,hatnoa,2013
צפ,תימורים,163,585,455,452,36,התנועה,hatnoa,2013
צפ,רמות נפתלי,372,403,293,291,22,התנועה,hatnoa,2013
צפ,ראס אל-עין,1334,217,111,111,2,התנועה,hatnoa,2013
צפ,בית גוברין,619,234,181,180,10,התנועה,hatnoa,2013
צפ,"בני עי""ש",1066,5692,3687,3601,195,התנועה,hatnoa,2013
צפ,בית ניר,16,349,287,286,16,התנועה,hatnoa,2013
צפ,עין חוד,1320,139,108,103,1,התנועה,hatnoa,2013
צפ,בית עזרא,756,772,577,570,45,התנועה,hatnoa,2013
צפ,טירת יהודה,663,664,537,534,2,התנועה,hatnoa,2013
צפ,מודיעין עילית,3797,20927,18979,18864,2,התנועה,hatnoa,2013
צפ,אלעד,1309,16075,14367,14301,6,התנועה,hatnoa,2013
צפ,ברכיה,746,677,543,537,1,התנועה,hatnoa,2013
צפ,ערערה,637,10824,5751,5709,7,התנועה,hatnoa,2013
צפ,מלאה,164,241,201,201,1,התנועה,hatnoa,2013
צפ,בית הלוי,373,474,389,388,28,התנועה,hatnoa,2013
צפ,עולש,737,679,535,532,45,התנועה,hatnoa,2013
צפ,קוממיות,766,247,149,146,0,התנועה,hatnoa,2013
צפ,"דוב""ב",1067,347,205,205,4,התנועה,hatnoa,2013
צפ,שדה משה,18,380,291,291,25,התנועה,hatnoa,2013
צפ,הודיה,726,485,278,273,18,התנועה,hatnoa,2013
צפ,מצליח,757,918,648,639,45,התנועה,hatnoa,2013
צפ,כרם בן זמרה,664,353,250,250,5,התנועה,hatnoa,2013
צפ,חיפה,4000,240749,141085,139363,10006,התנועה,hatnoa,2013
צפ,להבות חביבה,715,392,291,291,21,התנועה,hatnoa,2013
צפ,משאבי שדה,421,459,292,292,17,התנועה,hatnoa,2013
צפ,נחשון,777,384,292,292,11,התנועה,hatnoa,2013
צפ,ניר יפה,165,363,265,264,20,התנועה,hatnoa,2013
צפ,חוקוק,374,381,249,249,10,התנועה,hatnoa,2013
צפ,נאות מרדכי,408,489,344,342,24,התנועה,hatnoa,2013
צפ,פורת,767,772,463,459,5,התנועה,hatnoa,2013
צפ,אדמית,1068,271,116,115,4,התנועה,hatnoa,2013
צפ,באר אורה,21,170,138,138,18,התנועה,hatnoa,2013
צפ,תלמי יחיאל,727,508,356,354,36,התנועה,hatnoa,2013
צפ,יד חנה,758,409,332,332,18,התנועה,hatnoa,2013
צפ,תקומה,665,411,353,352,16,התנועה,hatnoa,2013
צפ,בוקעאתא,4001,331,9,9,0,התנועה,hatnoa,2013
צפ,אייל,716,361,290,289,29,התנועה,hatnoa,2013
צפ,חרב לאת,422,474,379,377,20,התנועה,hatnoa,2013
צפ,תרום,778,401,306,304,5,התנועה,hatnoa,2013
צפ,גן יבנה,166,13361,9830,9757,617,התנועה,hatnoa,2013
צפ,מגל,375,683,573,571,48,התנועה,hatnoa,2013
צפ,יחיעם,409,386,279,279,18,התנועה,hatnoa,2013
צפ,כרמיה,768,444,312,312,21,התנועה,hatnoa,2013
צפ,רם-און,1069,552,457,457,41,התנועה,hatnoa,2013
צפ,מקווה ישראל,22,167,113,113,13,התנועה,hatnoa,2013
צפ,משמר השבעה,729,629,470,462,51,התנועה,hatnoa,2013
צפ,יציץ,759,498,322,319,5,התנועה,hatnoa,2013
צפ,עומר,666,6091,4525,4503,478,התנועה,hatnoa,2013
צפ,אלי-עד,4002,239,172,172,10,התנועה,hatnoa,2013
צפ,חגור,717,661,519,515,44,התנועה,hatnoa,2013
צפ,העוגן,423,585,426,424,11,התנועה,hatnoa,2013
צפ,עמינדב,779,589,442,441,20,התנועה,hatnoa,2013
צפ,עין החורש,167,650,511,509,32,התנועה,hatnoa,2013
צפ,עברון,376,618,457,454,20,התנועה,hatnoa,2013
צפ,צאלים,413,363,253,252,13,התנועה,hatnoa,2013
צפ,ניר עציון,769,418,292,289,7,התנועה,hatnoa,2013
צפ,אביעזר,1070,458,363,359,18,התנועה,hatnoa,2013
צפ,אמציה,23,341,275,275,8,התנועה,hatnoa,2013
צפ,אליפלט,730,410,263,261,16,התנועה,hatnoa,2013
צפ,בן זכאי,760,509,377,372,4,התנועה,hatnoa,2013
צפ,ברעם,667,500,341,340,11,התנועה,hatnoa,2013
צפ,אל-רום,4003,285,186,185,25,התנועה,hatnoa,2013
צפ,ירחיב,718,620,441,435,22,התנועה,hatnoa,2013
צפ,גבים,424,320,239,238,23,התנועה,hatnoa,2013
צפ,אורה,780,770,556,554,34,התנועה,hatnoa,2013
צפ,כפר יונה,168,12961,9321,9257,574,התנועה,hatnoa,2013
צפ,המעפיל,377,566,444,443,22,התנועה,hatnoa,2013
צפ,קלחים,414,289,213,212,14,התנועה,hatnoa,2013
צפ,מבוא ביתר,771,364,262,262,24,התנועה,hatnoa,2013
צפ,נווה מיכאל,1071,327,238,236,5,התנועה,hatnoa,2013
צפ,לכיש,24,458,378,377,35,התנועה,hatnoa,2013
צפ,מישר,731,444,357,356,33,התנועה,hatnoa,2013
צפ,שובה,761,372,279,278,0,התנועה,hatnoa,2013
צפ,מפלסים,668,572,418,415,29,התנועה,hatnoa,2013
צפ,כפר חרוב,4004,298,167,166,25,התנועה,hatnoa,2013
