"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
1120,45,"RM",51,6121,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","BrkSide","Norm","Norm","1Fam","1.5Unf",7,8,1929,2001,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,832,832,"GasA","Ex","Y","FuseA",855,0,0,854,0,0,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd",1991,"Unf",2,576,"TA","TA","Y",48,112,0,0,0,0,NA,"GdPrv",NA,0,7,2007,"WD","Normal",132000
1121,20,"RL",69,11303,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","StoneBr","Norm","Norm","1Fam","1Story",8,5,2005,2006,"Gable","CompShg","VinylSd","Other","BrkFace",238,"Gd","TA","PConc","Gd","TA","Gd","GLQ",1422,"Unf",0,392,1814,"GasA","Ex","Y","SBrkr",1827,0,0,1826,1,0,2,0,3,1,"Gd",7,"Typ",1,"TA","Attchd",2005,"Fin",3,758,"TA","TA","Y",180,75,0,0,120,0,NA,NA,NA,0,8,2006,"New","Partial",319000
1122,30,"RM",50,6001,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",5,7,1921,1950,"Gable","CompShg","Wd Sdng","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",616,"Unf",0,0,616,"GasA","Gd","Y","SBrkr",615,0,0,616,0,0,1,0,2,1,"TA",4,"Typ",0,NA,"Detchd",1921,"Unf",1,205,"TA","TA","Y",0,0,129,0,0,0,NA,NA,NA,0,6,2006,"WD","Normal",89000
1123,160,"RM",21,1679,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",6,8,1972,2007,"Gable","CompShg","HdBoard","HdBoard","BrkFace",510,"TA","TA","CBlock","TA","TA","No","ALQ",162,"Unf",0,321,483,"GasA","Gd","Y","SBrkr",482,504,0,987,0,0,1,1,2,1,"Gd",5,"Typ",0,NA,"Detchd",1972,"Unf",1,264,"TA","TA","Y",250,0,0,0,0,0,NA,NA,NA,0,5,2009,"WD","Normal",118000
1126,20,"RL",80,9599,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,6,1973,1973,"Hip","CompShg","HdBoard","HdBoard","BrkFace",320,"TA","TA","CBlock","TA","TA","No","ALQ",916,"Unf",0,326,1242,"GasA","Fa","Y","SBrkr",1243,0,0,1242,0,0,1,1,3,1,"TA",6,"Typ",1,"TA","Attchd",1973,"Unf",2,528,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,9,2007,"WD","Normal",175500
1127,20,"RM",50,6001,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",5,5,1948,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",104,"BLQ",169,516,789,"GasA","Ex","Y","SBrkr",788,0,0,789,0,0,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd",1948,"Unf",1,250,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,4,2008,"WD","Partial",115000
1128,20,"RL",75,10083,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","Stone",186,"Gd","TA","PConc","Ex","TA","Av","GLQ",1369,"Unf",0,317,1686,"GasA","Ex","Y","SBrkr",1695,0,0,1694,1,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2004,"RFn",2,636,"TA","TA","Y",255,57,0,0,0,0,NA,NA,NA,0,8,2007,"WD","Normal",307000
1130,160,"RM",21,1681,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",6,5,1973,1973,"Gable","CompShg","HdBoard","HdBoard","BrkFace",158,"TA","TA","CBlock","TA","TA","No","BLQ",330,"Unf",0,153,483,"GasA","TA","Y","SBrkr",482,504,0,987,1,0,1,1,2,1,"TA",5,"Typ",0,NA,"Detchd",1973,"Unf",1,264,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,11,2008,"WD","Normal",100000
1132,20,"RL",71,7063,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1977,1977,"Gable","CompShg","Plywood","Plywood","BrkFace",153,"TA","TA","CBlock","TA","TA","No","BLQ",560,"Unf",0,420,980,"GasA","TA","Y","SBrkr",981,0,0,980,0,0,1,0,3,1,"TA",6,"Typ",0,NA,"Detchd",1986,"Unf",2,484,"TA","TA","Y",192,0,0,0,0,0,NA,NA,NA,0,7,2009,"WD","Normal",135000
1133,75,"RM",60,10801,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2.5Unf",7,7,1914,1970,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Gd","TA","Mn","Rec",390,"Unf",0,490,880,"GasW","Fa","N","SBrkr",881,888,0,1768,0,0,1,1,2,1,"TA",6,"Typ",2,"TA","Detchd",1914,"Unf",2,320,"TA","TA","N",0,341,0,0,0,0,NA,NA,NA,0,10,2006,"WD","Normal",163000
1134,50,"RM",NA,5701,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",7,7,1926,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,572,572,"GasA","TA","Y","SBrkr",571,539,0,1111,0,0,1,0,2,1,"TA",5,"Typ",1,"Gd","Detchd",1982,"Unf",1,288,"TA","TA","Y",0,0,176,0,0,0,NA,NA,NA,0,8,2008,"WD","Normal",116900
1135,30,"RM",47,4609,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","OldTown","Artery","Norm","1Fam","1Story",4,6,1945,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Unf",0,"Unf",0,747,747,"GasA","TA","Y","SBrkr",746,0,0,747,0,0,1,0,2,1,"TA",4,"Typ",0,NA,"Attchd",1945,"Unf",1,220,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,6,2010,"WD","Normal",80000
1137,70,"RL",75,13124,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","2Story",7,6,1940,1984,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",410,"Unf",0,390,800,"GasA","TA","Y","SBrkr",961,780,0,1740,0,0,1,1,3,1,"TA",6,"Typ",2,"Gd","Attchd",1940,"Unf",1,240,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,7,2007,"CWD","Normal",219500
1138,80,"RL",94,7818,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","SLvl",6,5,1976,1976,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","Av","ALQ",422,"BLQ",127,480,1029,"GasA","TA","Y","SBrkr",1116,0,0,1117,1,0,1,0,3,1,"TA",6,"Typ",1,"TA","Detchd",1976,"Unf",2,672,"TA","TA","Y",144,0,0,0,0,0,NA,"MnPrv",NA,0,3,2010,"WD","Abnorml",107000
1139,190,"RH",60,10897,"Pave","Pave","Reg","Bnk","AllPub","Inside","Gtl","SWISU","Feedr","Norm","2fmCon","2.5Fin",6,7,1914,1995,"Hip","CompShg","VinylSd","VinylSd","None",0,"Fa","TA","CBlock","TA","Fa","No","LwQ",256,"Unf",0,1184,1440,"GasA","Ex","Y","FuseA",1441,1440,515,3395,0,0,2,0,8,2,"Fa",14,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"N",0,110,0,0,0,0,NA,NA,NA,0,3,2007,"WD","Abnorml",200000
1140,120,"RM",32,4499,"Pave",NA,"Reg","Lvl","AllPub","FR2","Gtl","Mitchel","Norm","Norm","TwnhsE","1Story",6,5,1998,1998,"Hip","CompShg","VinylSd","VinylSd","BrkFace",443,"TA","Gd","PConc","Ex","Gd","No","GLQ",1201,"Unf",0,36,1237,"GasA","Ex","Y","SBrkr",1338,0,0,1337,1,0,2,0,2,1,"TA",5,"Typ",0,NA,"Attchd",1998,"Fin",2,405,"TA","TA","Y",0,199,0,0,0,0,NA,NA,NA,0,3,2006,"WD","Normal",153500
1141,20,"RL",NA,9478,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1966,1966,"Gable","CompShg","HdBoard","HdBoard","BrkFace",65,"TA","TA","CBlock","TA","TA","No","Rec",340,"Unf",0,524,864,"GasA","TA","Y","SBrkr",891,0,0,892,0,0,1,0,3,1,"TA",5,"Typ",0,NA,"Attchd",1966,"RFn",1,264,"TA","TA","Y",0,0,0,0,0,0,NA,"GdWo",NA,0,10,2008,"WD","Normal",110000
1143,60,"RL",74,7845,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","2Story",6,7,1978,1978,"Hip","CompShg","HdBoard","HdBoard","BrkFace",203,"TA","TA","CBlock","TA","TA","No","ALQ",209,"Unf",0,463,672,"GasA","TA","Y","SBrkr",671,728,0,1400,0,0,1,1,3,1,"TA",6,"Typ",1,"TA","Attchd",1978,"Fin",2,440,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,3,2006,"WD","Normal",149500
1144,30,"RL",45,8247,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",3,3,1914,1950,"Gable","CompShg","Stucco","Stucco","None",0,"TA","TA","BrkTil","TA","TA","No","BLQ",41,"Unf",0,823,864,"GasA","TA","N","FuseF",865,0,0,864,1,0,1,0,2,1,"TA",5,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"N",0,0,100,0,0,0,NA,NA,NA,0,9,2008,"WD","Normal",67000
1145,30,"RM",60,8966,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",5,2,1920,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Fa","BrkTil","Fa","Po","No","Unf",0,"Unf",0,961,961,"GasA","Gd","Y","Mix",1078,0,0,1077,0,0,1,0,2,1,"TA",6,"Maj2",0,NA,"Detchd",1920,"Unf",1,338,"Po","Po","N",0,0,0,0,0,0,NA,NA,NA,0,11,2007,"WD","Abnorml",67000
1146,120,"RL",61,7659,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",9,5,2005,2005,"Hip","CompShg","MetalSd","MetalSd","BrkFace",412,"Ex","TA","PConc","Ex","TA","No","GLQ",456,"Unf",0,1296,1752,"GasA","Ex","Y","SBrkr",1753,0,0,1752,1,0,2,0,2,1,"Ex",6,"Typ",1,"Gd","Attchd",2005,"RFn",2,576,"TA","TA","Y",196,82,0,0,0,0,NA,NA,NA,0,2,2010,"WD","Normal",319900
1149,190,"RM",65,7799,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","2fmCon","1.5Fin",5,7,1939,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","Gd","TA","Mn","Rec",507,"Unf",0,286,793,"GasA","TA","Y","SBrkr",794,325,0,1118,1,0,1,0,3,1,"TA",5,"Typ",1,"Gd","Detchd",1939,"Unf",2,410,"TA","TA","Y",0,0,0,0,271,0,NA,"MnPrv",NA,0,5,2006,"WD","Normal",119900
1151,50,"RL",80,8479,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1.5Fin",5,5,1947,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",442,"Unf",0,390,832,"GasA","TA","Y","SBrkr",831,384,0,1216,0,0,1,0,2,1,"TA",6,"Typ",0,NA,"Detchd",1947,"Unf",1,336,"TA","TA","Y",158,0,102,0,0,0,NA,NA,NA,0,10,2008,"COD","Abnorml",118500
1152,20,"RL",60,9059,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Artery","Norm","1Fam","1Story",5,6,1957,2006,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",98,"TA","TA","PConc",NA,NA,NA,NA,0,NA,0,0,0,"GasA","Ex","Y","SBrkr",1341,0,0,1340,0,0,1,0,3,1,"TA",7,"Typ",1,"Gd","Attchd",1957,"RFn",1,252,"TA","TA","Y",116,0,0,180,0,0,NA,"MnPrv",NA,0,6,2007,"WD","Normal",120000
1153,20,"RL",85,11899,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,5,1977,1977,"Hip","CompShg","Plywood","Plywood","BrkFace",209,"TA","Gd","CBlock","TA","TA","No","ALQ",822,"Unf",0,564,1386,"GasA","TA","Y","SBrkr",1412,0,0,1411,0,0,2,0,3,1,"TA",6,"Typ",1,"TA","Attchd",1977,"Fin",2,544,"TA","TA","Y",192,0,0,0,0,0,NA,NA,NA,0,4,2009,"WD","Family",82500
1155,20,"RL",91,12275,"Pave",NA,"IR1","Lvl","AllPub","FR2","Gtl","Somerst","Norm","Norm","1Fam","1Story",7,5,2008,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",256,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1417,1417,"GasA","Ex","Y","SBrkr",1427,0,0,1428,0,0,2,0,3,1,"Ex",6,"Typ",0,NA,"Attchd",2008,"RFn",2,554,"TA","TA","Y",0,60,0,0,0,0,NA,NA,NA,0,7,2008,"New","Partial",227680
1157,70,"RM",60,7741,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",4,7,1910,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Fa","TA","No","Unf",0,"Unf",0,622,622,"GasA","Gd","Y","SBrkr",740,622,0,1363,0,0,1,0,3,1,"TA",6,"Typ",0,NA,"Detchd",1966,"Unf",2,528,"TA","TA","Y",0,0,0,0,168,0,NA,NA,NA,0,6,2010,"WD","Normal",125500
1158,20,"RL",124,16159,"Pave",NA,"IR1","Low","AllPub","Inside","Mod","StoneBr","Norm","Norm","1Fam","1Story",7,5,2005,2005,"Hip","CompShg","VinylSd","VinylSd","Stone",16,"Gd","TA","PConc","Ex","TA","Av","ALQ",1274,"Unf",0,256,1530,"GasA","Ex","Y","SBrkr",1531,0,0,1530,1,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2005,"Fin",2,430,"TA","TA","Y",168,36,0,0,0,0,NA,NA,NA,0,6,2009,"WD","Normal",260000
1160,80,"RL",88,8470,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","Sawyer","Norm","Norm","1Fam","SLvl",6,7,1977,1995,"Gable","CompShg","HdBoard","Plywood","BrkFace",46,"TA","TA","CBlock","Gd","Gd","Av","ALQ",506,"Unf",0,0,506,"GasA","TA","Y","SBrkr",1211,0,0,1212,1,0,1,0,3,1,"TA",6,"Typ",1,"TA","Attchd",1978,"Unf",2,492,"TA","TA","Y",292,12,0,0,0,0,NA,"GdWo",NA,0,7,2006,"WD","Normal",151000
1166,20,"RL",85,10201,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1954,2003,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",104,"TA","TA","CBlock","TA","TA","No","ALQ",320,"BLQ",362,404,1086,"GasA","Gd","Y","SBrkr",1085,0,0,1086,1,0,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd",1989,"Unf",2,490,"TA","TA","Y",0,0,0,0,0,0,NA,"GdWo",NA,0,5,2010,"WD","Normal",144900
1167,160,"RM",24,2521,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","Twnhs","2Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","Stone",50,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,970,970,"GasA","Ex","Y","SBrkr",971,739,0,1709,0,0,2,0,3,1,"Gd",7,"Maj1",0,NA,"Detchd",2004,"Unf",2,380,"TA","TA","Y",0,40,0,0,0,0,NA,NA,NA,0,5,2006,"WD","Normal",130000
1168,160,"FV",NA,2118,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story",6,5,2000,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",456,"Gd","TA","PConc","Gd","TA","No","GLQ",436,"Unf",0,320,756,"GasA","Ex","Y","SBrkr",770,756,0,1525,0,0,2,1,3,1,"Gd",5,"Typ",1,"TA","Detchd",2000,"Unf",2,440,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,6,2007,"WD","Normal",177000
1170,30,"RH",70,4269,"Pave",NA,"Reg","Bnk","AllPub","Inside","Mod","Edwards","Norm","Norm","1Fam","1Story",3,6,1931,2006,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Rec",544,"Unf",0,0,544,"GasA","Ex","Y","SBrkr",773,0,0,774,0,0,1,0,3,1,"Gd",6,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"Y",0,0,286,0,0,0,NA,NA,NA,0,5,2007,"WD","Normal",79000
1172,20,"RL",70,8399,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",109,"Gd","TA","PConc","Gd","TA","Av","GLQ",712,"Unf",0,761,1473,"GasA","Ex","Y","SBrkr",1483,0,0,1484,1,0,2,0,3,1,"Gd",7,"Typ",0,NA,"Attchd",2004,"RFn",2,606,"TA","TA","Y",0,35,0,144,0,0,NA,NA,NA,0,5,2010,"WD","Normal",213000
1174,60,"RL",80,9553,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",8,5,1993,1994,"Gable","CompShg","VinylSd","VinylSd","BrkFace",125,"Gd","TA","PConc","Gd","TA","No","GLQ",380,"Unf",0,397,777,"GasA","Ex","Y","SBrkr",1064,846,0,1911,0,0,2,1,3,1,"Gd",8,"Typ",1,"TA","Attchd",1993,"RFn",2,471,"TA","TA","Y",182,81,0,0,0,0,NA,NA,NA,0,9,2006,"WD","Normal",215000
1175,20,"RL",79,10241,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,6,1980,1980,"Gable","CompShg","Plywood","Plywood","BrkFace",157,"TA","Gd","CBlock","Gd","TA","No","BLQ",625,"LwQ",1061,0,1686,"GasA","TA","Y","SBrkr",1685,0,0,1686,1,0,2,0,3,1,"TA",7,"Typ",1,"TA","Attchd",1980,"Unf",2,612,"TA","TA","Y",384,131,0,0,0,0,NA,NA,NA,0,5,2006,"WD","Normal",207500
1176,50,"RM",60,10321,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",6,7,1906,1995,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,756,756,"GasA","Ex","Y","SBrkr",757,713,0,1469,0,0,1,0,3,1,"TA",7,"Typ",0,NA,"Detchd",1906,"Unf",1,216,"TA","TA","Y",57,0,239,0,0,0,NA,"MnPrv",NA,0,6,2008,"WD","Normal",135000
1178,60,"FV",85,10575,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Mn","Unf",0,"Unf",0,1082,1082,"GasA","Ex","Y","SBrkr",1083,871,0,1953,0,0,2,1,3,1,"Gd",9,"Typ",1,"Gd","Attchd",2005,"RFn",3,1043,"TA","TA","Y",160,50,0,0,0,0,NA,NA,NA,0,5,2009,"WD","Normal",252000
1180,120,"RM",37,4436,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","TwnhsE","1Story",6,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",170,"Gd","TA","PConc","Gd","TA","Av","GLQ",686,"Unf",0,162,848,"GasA","Ex","Y","SBrkr",849,0,0,848,1,0,1,0,1,1,"Gd",3,"Typ",0,NA,"Attchd",2003,"Fin",2,420,"TA","TA","Y",140,0,0,0,0,0,NA,NA,NA,0,3,2008,"WD","Normal",136500
1181,60,"RL",88,12664,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","2Story",8,5,2005,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",245,"Gd","TA","PConc","Gd","Gd","Gd","Unf",0,"Unf",0,1094,1094,"GasA","Ex","Y","SBrkr",1134,1349,0,2482,0,0,2,1,4,1,"Gd",9,"Typ",1,"Gd","BuiltIn",2005,"Fin",3,642,"TA","TA","Y",144,39,0,0,0,0,NA,NA,NA,0,2,2007,"WD","Normal",281213
1182,90,"RL",94,9399,"Pave",NA,"Reg","Low","AllPub","Corner","Gtl","Mitchel","Norm","Norm","Duplex","2Story",6,5,1971,1971,"Mansard","CompShg","MetalSd","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","Av","Unf",0,"Unf",0,912,912,"GasA","TA","Y","SBrkr",913,912,0,1824,0,0,2,2,4,2,"TA",8,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"Y",128,0,0,0,0,0,NA,NA,NA,0,4,2010,"WD","Normal",139000
1185,120,"RL",48,6954,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",7,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",94,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1368,1368,"GasA","Ex","Y","SBrkr",1367,0,0,1368,0,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2005,"RFn",2,474,"TA","TA","Y",132,35,0,0,0,0,NA,NA,NA,0,9,2006,"New","Partial",202500
1187,60,"RL",NA,16660,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","NWAmes","PosA","Norm","1Fam","2Story",7,7,1977,1994,"Gable","CompShg","Plywood","Plywood","BrkFace",34,"TA","TA","CBlock","TA","TA","No","ALQ",795,"Unf",0,0,795,"GasA","Fa","Y","SBrkr",1467,795,0,2263,1,0,2,1,3,1,"Gd",9,"Typ",1,"TA","Attchd",1977,"Fin",2,539,"TA","TA","Y",0,250,0,0,0,0,NA,NA,NA,0,3,2006,"WD","Normal",235000
1188,160,"RL",24,2307,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NPkVill","Norm","Norm","TwnhsE","2Story",6,5,1974,1974,"Gable","CompShg","Plywood","Brk Cmn","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",257,"Rec",495,103,855,"GasA","TA","Y","SBrkr",856,467,0,1322,0,1,2,1,3,1,"TA",6,"Typ",1,"Fa","Attchd",1974,"Unf",2,440,"TA","TA","Y",260,0,0,0,0,0,NA,NA,NA,0,6,2009,"WD","Normal",147000
1189,90,"RM",60,7597,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","Duplex","2Story",5,5,1952,1952,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",360,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,960,960,"GasA","Gd","Y","SBrkr",961,1000,0,1960,0,0,2,0,4,2,"TA",10,"Typ",0,NA,"Detchd",1952,"Unf",2,400,"TA","TA","N",0,0,0,0,0,0,NA,NA,NA,0,7,2009,"COD","Normal",124500
1191,70,"RL",NA,24089,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","ClearCr","Norm","Norm","1Fam","2Story",7,7,1940,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","Mn","Unf",0,"Unf",0,1032,1032,"GasA","Ex","Y","SBrkr",1206,1196,0,2403,0,0,2,0,4,1,"TA",10,"Typ",2,"TA","Attchd",1940,"Unf",1,349,"TA","TA","Y",56,0,318,0,0,0,NA,NA,NA,0,6,2010,"COD","Normal",244400
1192,20,"RL",57,6419,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,7,1952,1952,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","Ex","Gd","Mn","LwQ",210,"ALQ",551,219,980,"GasA","Fa","Y","FuseA",1147,0,0,1148,0,1,1,0,2,1,"TA",6,"Typ",0,NA,"Detchd",1952,"Unf",1,308,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,9,2006,"WD","Normal",123500
1193,20,"RL",61,7931,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,8,1969,2005,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",439,"LwQ",472,115,1026,"GasA","Gd","Y","SBrkr",1027,0,0,1026,1,0,1,0,3,1,"Gd",5,"Typ",0,NA,"Detchd",1969,"RFn",2,440,"TA","TA","Y",171,48,0,0,0,0,NA,NA,NA,0,7,2009,"WD","Normal",156000
1194,60,"RL",NA,13345,"Pave",NA,"IR1","Lvl","AllPub","CulDSac","Gtl","NoRidge","Norm","Norm","1Fam","2Story",7,5,1992,2000,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",728,"Unf",0,367,1095,"GasA","Ex","Y","SBrkr",1165,1129,0,2295,1,0,2,1,4,1,"Gd",9,"Typ",1,"TA","Attchd",1992,"RFn",2,590,"TA","TA","Y",0,40,0,0,0,0,NA,NA,NA,0,7,2006,"WD","Normal",268000
