"userid","age","dob_day","dob_year","dob_month","gender","tenure","friend_count","friendships_initiated","likes","likes_received","mobile_likes","mobile_likes_received","www_likes","www_likes_received"
1990064,21,22,1992,12,"male",532,91,78,8,3,0,0,8,3
1990093,15,21,1998,6,"female",566,430,262,111,9,111,0,0,9
1990119,31,27,1982,8,"male",354,59,47,11,106,10,18,1,88
1990149,18,18,1995,4,"male",437,50,25,0,1,0,1,0,0
1990150,33,8,1980,10,"male",450,11,10,7,4,7,4,0,0
1990160,70,28,1943,5,"female",1882,19,9,2,17,2,10,0,7
1990162,52,10,1961,9,"female",636,72,60,19,1,0,0,19,1
1990195,18,28,1995,1,"female",337,1065,699,1402,459,25,74,1377,385
1990217,46,25,1967,1,"female",1960,158,96,437,172,435,105,2,67
1990218,15,24,1998,5,"female",170,136,69,5,7,5,7,0,0
1990225,50,16,1963,1,"male",133,36,28,14,84,13,41,1,43
1990228,27,26,1986,8,"male",640,18,15,1,0,0,0,1,0
1990257,42,24,1971,12,"female",404,108,37,46,21,46,15,0,6
1990317,56,30,1957,12,"female",1752,317,177,794,365,304,270,490,95
1990345,30,28,1983,5,"female",974,51,12,0,1,0,0,0,1
1990381,18,4,1995,3,"male",378,131,100,37,16,37,14,0,2
1990397,50,11,1963,10,"male",515,2,1,0,1,0,1,0,0
1990423,105,1,1908,10,"male",1234,460,389,21,43,1,28,20,15
1990430,99,18,1914,6,"male",542,452,376,0,8,0,5,0,3
1990466,19,23,1994,8,"male",237,156,109,154,85,14,21,140,64
1990485,57,29,1956,12,"female",909,11,7,69,36,0,1,69,35
1990507,59,6,1954,10,"female",465,60,24,3,22,3,8,0,14
1990512,17,14,1996,5,"male",589,90,61,0,1,0,1,0,0
1990520,22,15,1991,10,"male",599,256,99,3,47,3,38,0,9
1990525,23,19,1990,11,"female",361,346,209,478,1310,478,1123,0,187
1990541,30,12,1983,4,"female",298,107,43,3,15,3,10,0,5
1990594,18,13,1995,9,"male",98,43,31,1,0,1,0,0,0
1990606,54,17,1959,1,"male",283,0,0,0,0,0,0,0,0
1990611,20,26,1993,10,"male",166,161,34,0,1,0,1,0,0
1990622,48,23,1965,8,"female",1701,112,64,705,265,705,78,0,187
1990639,30,8,1983,11,"male",146,31,13,4,11,4,4,0,7
1990654,22,2,1991,10,"female",186,71,48,5,25,5,23,0,2
1990663,16,9,1997,6,"male",717,208,123,191,148,42,26,149,122
1990666,23,31,1990,10,"male",172,283,224,9,5,9,5,0,0
1990674,22,6,1991,6,"male",197,248,192,0,0,0,0,0,0
1990678,29,21,1984,11,"male",428,71,61,287,109,287,95,0,14
1990698,16,6,1997,3,"female",197,663,353,302,878,288,378,14,500
1990710,18,11,1995,1,"male",97,289,243,3,1,0,0,3,1
1990721,22,12,1991,9,"male",969,448,284,0,5,0,1,0,4
1990750,64,1,1949,9,"female",488,25,24,3,5,0,0,3,5
1990784,21,3,1992,10,"male",462,775,544,95,246,4,113,91,133
1990799,21,12,1992,7,"female",620,41,6,6,0,0,0,6,0
1990820,16,16,1997,11,"female",653,695,518,152,151,125,144,27,7
1990865,19,31,1994,7,"male",65,46,30,0,0,0,0,0,0
1990873,17,21,1996,10,"male",350,122,97,12,1,1,0,11,1
1990876,71,10,1942,3,"male",1817,11,6,1,37,0,2,1,35
1990877,35,30,1978,3,"male",260,106,83,1,1,1,1,0,0
1990880,15,12,1998,10,"male",335,195,146,4,24,4,22,0,2
1990884,58,7,1955,3,"male",408,37,30,125,1,115,1,10,0
1990911,49,8,1964,7,"male",780,21,16,0,0,0,0,0,0
1990932,17,10,1996,9,"male",1163,374,271,0,0,0,0,0,0
1990944,84,12,1929,10,"female",943,25,13,14,52,1,26,13,26
1990967,14,4,1999,5,"male",228,154,103,3,1,0,0,3,1
1990985,107,22,1906,5,"male",1146,275,219,6,79,5,73,1,6
1990992,49,15,1964,7,"male",1500,103,56,0,0,0,0,0,0
1991013,28,26,1985,8,"male",221,92,80,0,0,0,0,0,0
1991036,26,20,1987,5,"male",151,43,39,150,8,26,6,124,2
1991043,17,12,1996,12,"male",24,13,11,1,0,1,0,0,0
1991046,48,19,1965,9,"male",627,164,124,1,1,1,1,0,0
1991069,17,5,1996,2,"male",339,286,270,0,7,0,6,0,1
1991078,103,1,1910,1,"female",616,277,133,69,33,69,29,0,4
1991084,56,17,1957,12,"female",977,147,82,889,931,889,203,0,728
1991094,77,21,1936,12,"female",827,62,21,98,21,2,1,96,20
1991096,73,4,1940,6,"male",414,29,26,0,0,0,0,0,0
1991112,19,14,1994,12,"male",465,104,77,32,8,32,7,0,1
1991128,34,8,1979,6,"female",417,17,10,0,0,0,0,0,0
1991135,43,19,1970,11,"male",788,218,155,33,45,33,32,0,13
1991137,103,26,1910,6,"male",947,171,124,0,4,0,0,0,4
1991140,23,29,1990,9,"male",281,0,0,0,0,0,0,0,0
1991142,45,8,1968,11,"female",476,73,40,0,0,0,0,0,0
1991164,25,15,1988,1,"male",260,58,50,25,22,25,16,0,6
1991199,29,14,1984,6,"female",136,2,2,0,0,0,0,0,0
1991212,20,1,1993,1,"male",342,81,44,3,1,2,1,1,0
1991223,25,2,1988,1,"male",146,6,1,0,0,0,0,0,0
1991240,29,4,1984,5,"male",603,70,42,0,2,0,1,0,1
1991242,50,24,1963,1,"male",929,1,1,3,3,3,3,0,0
1991273,48,1,1965,2,"female",310,12,8,0,1,0,1,0,0
1991308,93,1,1920,1,"female",1703,35,18,13,34,0,17,13,17
1991325,19,14,1994,9,"male",669,1044,949,0,6,0,4,0,2
1991380,23,10,1990,1,"female",418,328,192,3,2,0,2,3,0
1991385,24,14,1989,7,"male",156,38,30,0,0,0,0,0,0
1991402,68,20,1945,6,"male",712,231,140,124,147,124,91,0,56
1991405,22,27,1991,1,"male",37,44,29,0,0,0,0,0,0
1991435,17,13,1996,12,"female",904,795,322,1,10,1,9,0,1
1991488,17,20,1996,7,"male",219,38,35,2,0,0,0,2,0
1991505,44,14,1969,6,"male",414,114,86,2,1,2,0,0,1
1991529,18,14,1995,7,"female",414,476,355,5,99,5,63,0,36
1991530,68,12,1945,12,"male",301,0,0,0,0,0,0,0,0
1991534,17,21,1996,12,"female",443,277,202,76,49,76,49,0,0
1991546,25,2,1988,4,"female",524,101,56,170,202,167,59,3,143
1991549,27,26,1986,1,"male",732,118,53,23,1,16,1,7,0
1991555,29,7,1984,9,"male",1039,98,51,0,1,0,1,0,0
1991556,19,11,1994,9,"male",432,166,54,17,14,17,14,0,0
1991560,18,1,1995,1,"male",430,256,170,0,1,0,0,0,1
1991564,26,23,1987,10,"female",107,229,181,603,381,164,195,439,186
1991581,33,1,1980,1,"male",163,13,11,3,2,3,2,0,0
1991592,14,5,1999,9,"male",331,93,55,31,5,16,2,15,3
1991605,63,6,1950,12,"female",410,39,27,60,25,0,11,60,14
1991606,24,1,1989,5,"male",766,68,21,40,107,0,7,40,100
1991610,18,13,1995,11,"female",110,214,93,241,544,241,345,0,199
1991613,32,5,1981,12,"male",635,76,14,0,11,0,7,0,4
1991635,19,12,1994,10,"female",280,1524,985,13,132,3,82,10,50
1991637,24,30,1989,8,"female",403,101,59,7,4,0,0,7,4
1991646,16,13,1997,11,"male",676,1038,783,217,570,169,358,48,212
1991653,54,5,1959,7,"female",305,34,23,259,142,259,80,0,62
1991686,25,24,1988,10,"female",408,99,43,81,180,81,130,0,50
1991701,31,17,1982,9,"male",484,28,10,0,0,0,0,0,0
1991725,57,2,1956,3,"female",179,1,1,2,0,0,0,2,0
1991738,59,9,1954,10,"female",1497,87,48,61,70,61,57,0,13
1991754,23,1,1990,1,"male",472,1,1,0,0,0,0,0,0
1991779,34,8,1979,10,"female",290,45,31,2,0,2,0,0,0
1991784,20,15,1993,1,"female",712,3131,935,11142,37450,887,14806,10255,22644
1991845,38,21,1975,9,"male",42,63,31,9,43,5,23,4,20
1991878,14,1,1999,3,"male",121,27,21,3,1,0,0,3,1
1991908,46,1,1967,2,"female",216,29,26,128,14,128,14,0,0
1991933,23,22,1990,6,"female",888,559,378,829,1066,516,545,313,521
1991942,53,1,1960,1,"male",1214,7,6,2,0,2,0,0,0
1991944,14,27,1999,7,"male",204,206,174,74,21,70,15,4,6
1991988,69,14,1944,10,"female",1214,220,141,128,54,1,32,127,22
1992007,22,25,1991,12,"female",399,77,44,29,32,29,28,0,4
1992025,51,11,1962,12,"male",675,31,10,14,1,3,1,11,0
1992038,13,11,2000,5,"male",129,91,85,2,0,0,0,2,0
1992040,26,23,1987,6,"male",195,18,5,0,0,0,0,0,0
1992057,64,12,1949,7,"female",558,61,8,64,4,0,2,64,2
1992070,20,6,1993,5,"male",223,191,113,0,0,0,0,0,0
1992075,24,13,1989,7,"female",118,644,526,1599,1635,524,748,1075,887
1992084,16,27,1997,7,"male",125,212,208,1,4,1,3,0,1
1992085,19,19,1994,8,"male",407,449,252,5,1,0,0,5,1
1992132,44,21,1969,5,"male",1989,107,32,0,1,0,1,0,0
1992164,36,19,1977,11,"male",619,12,11,0,4,0,4,0,0
1992187,25,1,1988,1,"male",138,127,121,0,0,0,0,0,0
1992210,24,19,1989,11,"male",627,171,51,126,244,126,231,0,13
1992218,49,2,1964,9,"male",885,73,35,105,63,104,46,1,17
1992223,63,1,1950,1,"female",359,43,33,11,7,11,4,0,3
1992236,17,16,1996,4,"male",323,198,121,335,248,2,55,333,193
1992241,33,1,1980,1,"male",487,596,537,79,35,79,29,0,6
1992250,15,5,1998,3,"male",280,1,0,0,0,0,0,0,0
1992272,64,13,1949,7,"female",1870,77,45,13,0,13,0,0,0
1992313,49,6,1964,4,"male",171,36,25,5,4,5,4,0,0
1992314,25,14,1988,11,"female",553,145,44,206,153,206,152,0,1
1992329,51,2,1962,9,"female",533,76,44,46,35,34,17,12,18
1992346,24,26,1989,9,"male",21,51,41,21,6,18,6,3,0
1992396,63,16,1950,2,"male",1241,40,30,0,0,0,0,0,0
1992417,18,3,1995,10,"male",741,1865,1370,0,44,0,34,0,10
1992425,14,27,1999,7,"female",60,8,4,0,0,0,0,0,0
1992431,34,7,1979,3,"male",343,174,70,0,0,0,0,0,0
1992445,68,5,1945,8,"male",1544,72,39,142,5,0,1,142,4
1992450,29,15,1984,1,"male",320,27,22,0,0,0,0,0,0
1992473,72,4,1941,3,"female",357,56,34,5,19,5,9,0,10
1992483,52,30,1961,10,"female",531,191,129,0,16,0,11,0,5
1992494,32,23,1981,11,"male",137,22,17,0,1,0,1,0,0
1992513,15,24,1998,5,"female",377,305,229,9,6,0,2,9,4
1992518,49,30,1964,11,"male",439,21,21,4,0,3,0,1,0
1992531,17,31,1996,5,"female",286,251,50,55,25,17,5,38,20
1992563,24,7,1989,3,"male",495,182,124,21,13,21,7,0,6
1992599,49,1,1964,9,"female",185,83,51,0,20,0,16,0,4
1992635,34,14,1979,10,"female",407,154,100,303,57,1,29,302,28
1992640,30,11,1983,5,"male",447,216,142,13,5,13,3,0,2
1992653,19,13,1994,3,"female",101,62,24,9,3,3,2,6,1
1992697,16,28,1997,6,"female",520,380,216,576,577,471,225,105,352
1992715,61,1,1952,10,"female",2,18,17,82,33,82,19,0,14
1992719,69,6,1944,7,"male",912,45,24,0,2,0,1,0,1
1992733,19,9,1994,8,"female",153,128,120,234,109,214,55,20,54
1992736,26,2,1987,1,"female",137,81,18,0,1,0,1,0,0
1992740,19,1,1994,1,"male",216,97,85,0,16,0,9,0,7
1992781,26,1,1987,1,"male",500,2,2,0,0,0,0,0,0
1992793,48,1,1965,8,"male",289,119,85,137,223,110,92,27,131
1992796,22,25,1991,6,"male",459,1,1,0,0,0,0,0,0
1992823,23,11,1990,2,"male",748,73,47,0,3,0,3,0,0
1992828,70,23,1943,4,"female",484,18,6,0,0,0,0,0,0
1992837,20,11,1993,3,"female",142,162,78,51,48,51,42,0,6
1992854,21,10,1992,5,"male",338,470,431,0,25,0,19,0,6
1992924,43,25,1970,4,"male",461,87,68,107,129,107,97,0,32
1992951,22,4,1991,9,"female",519,139,55,1,6,1,1,0,5
1992978,28,28,1985,4,"male",488,43,40,4,4,4,4,0,0
1992997,67,1,1946,1,"male",357,186,159,48,140,7,61,41,79
1993020,28,1,1985,1,"male",606,196,163,13,2,13,1,0,1
1993042,29,15,1984,1,"male",676,201,111,25,21,11,15,14,6
1993065,23,12,1990,3,"male",355,256,71,0,3,0,0,0,3
1993119,17,22,1996,9,"female",391,297,173,33,13,33,11,0,2
1993131,32,23,1981,4,"female",1757,153,96,332,407,327,254,5,153
1993138,53,10,1960,6,"female",1110,100,59,173,53,18,13,155,40
1993145,47,13,1966,10,"female",141,41,18,24,6,0,1,24,5
1993159,60,1,1953,5,"male",954,228,2,8,34,8,10,0,24
1993163,63,11,1950,11,"male",695,65,19,1,127,0,24,1,103
1993223,82,7,1931,11,"female",787,74,29,39,4,18,3,21,1
1993254,113,14,1900,6,"female",1520,156,75,150,225,29,130,121,95
1993267,18,4,1995,6,"male",740,145,42,2,0,1,0,1,0
1993268,23,4,1990,6,"male",792,328,240,0,17,0,16,0,1
1993280,68,27,1945,5,"female",305,1062,755,0,1,0,1,0,0
1993294,49,10,1964,4,"male",714,23,11,31,1,0,1,31,0
1993304,101,29,1912,4,"male",1896,49,20,0,0,0,0,0,0
1993348,31,2,1982,11,"female",291,25,15,0,0,0,0,0,0
1993354,16,25,1997,7,"male",65,10,9,0,0,0,0,0,0
1993359,105,10,1908,5,"male",557,179,161,13,5,2,3,11,2
1993373,20,29,1993,1,"male",57,1,1,0,1,0,1,0,0
1993375,23,9,1990,9,"male",344,0,0,0,0,0,0,0,0
1993407,43,22,1970,4,"female",216,169,51,3161,1626,3160,851,1,775
1993431,27,2,1986,11,"female",195,10,1,0,0,0,0,0,0
1993448,69,2,1944,6,"male",1417,41,19,216,47,55,8,161,39
1993457,38,27,1975,7,"male",304,2,2,22,3,0,1,22,2
1993481,14,25,1999,2,"female",322,193,113,2816,1262,1980,724,836,538
1993485,19,8,1994,7,"female",461,217,184,62,88,62,46,0,42
1993519,23,30,1990,1,"female",682,200,45,187,14,187,9,0,5
1993538,46,27,1967,3,"male",224,169,151,48,34,46,25,2,9
1993556,35,12,1978,2,"male",344,5,4,0,0,0,0,0,0
1993569,19,7,1994,10,"female",454,894,550,317,606,13,250,304,356
1993585,14,11,1999,11,"male",186,89,58,0,1,0,1,0,0
1993615,40,3,1973,8,"female",933,244,145,62,156,62,149,0,7
1993620,44,29,1969,11,"male",550,90,27,42,23,42,20,0,3
1993626,108,22,1905,6,"male",70,83,62,0,0,0,0,0,0
1993635,33,4,1980,7,"male",265,132,127,14,7,7,3,7,4
1993642,69,24,1944,10,"male",1828,130,118,8,71,8,20,0,51
1993684,43,25,1970,3,"male",563,21,11,0,0,0,0,0,0
1993685,27,30,1986,11,"male",454,20,16,0,0,0,0,0,0
1993687,63,4,1950,12,"female",1766,53,28,1205,77,1205,71,0,6
1993691,61,4,1952,7,"male",308,132,84,1,9,1,8,0,1
1993740,21,11,1992,2,"female",231,78,62,3,53,3,23,0,30
1993744,103,30,1910,5,"male",872,144,55,1,0,1,0,0,0
1993755,42,25,1971,12,"male",658,52,18,1,0,1,0,0,0
1993756,55,30,1958,9,"female",294,136,66,281,450,281,220,0,230
1993758,20,1,1993,1,"male",171,92,73,0,0,0,0,0,0
1993770,32,9,1981,9,"male",361,52,33,3,20,2,8,1,12
1993782,20,13,1993,3,"male",52,4,2,0,0,0,0,0,0
1993789,55,10,1958,8,"male",979,21,3,0,0,0,0,0,0
1993826,32,6,1981,4,"male",462,93,64,1,5,1,5,0,0
1993832,34,1,1979,2,"male",650,60,58,13,3,13,1,0,2
1993843,29,1,1984,1,"female",509,114,20,0,0,0,0,0,0
1993844,108,22,1905,2,"female",1486,133,33,3,13,3,13,0,0
1993857,41,6,1972,8,"male",1144,601,411,43,136,43,78,0,58
1993880,42,15,1971,8,"male",873,84,35,43,356,42,294,1,62
1993884,61,22,1952,6,"female",508,23,16,0,0,0,0,0,0
1993894,19,13,1994,5,"male",187,89,61,1,0,1,0,0,0
1993898,29,21,1984,6,"male",491,32,24,9,2,9,1,0,1
1993910,26,2,1987,10,"male",399,59,55,0,1,0,0,0,1
1993943,17,14,1996,2,"male",1010,80,50,8,7,3,4,5,3
1993959,21,4,1992,7,"female",1380,3095,333,168,495,137,382,31,113
1993963,27,28,1986,8,"male",273,3,3,0,0,0,0,0,0
1993991,68,20,1945,2,"male",845,13,9,9,1,8,1,1,0
1993998,59,20,1954,5,"female",744,183,100,0,0,0,0,0,0
1994030,69,7,1944,2,"male",1349,60,35,3,0,0,0,3,0
1994059,24,1,1989,1,"male",13,38,35,3,2,3,1,0,1
1994073,18,26,1995,5,"female",353,299,24,2,2,2,1,0,1
1994083,31,11,1982,1,"male",135,12,11,0,0,0,0,0,0
1994095,16,8,1997,10,"male",89,14,7,1,2,1,2,0,0
1994104,34,13,1979,5,"male",646,53,27,29,69,29,59,0,10
1994110,18,20,1995,10,"male",264,19,13,88,6,79,3,9,3
1994114,22,1,1991,9,"female",597,297,170,28,74,4,33,24,41
1994124,38,14,1975,9,"male",1016,29,27,175,44,175,34,0,10
1994132,53,9,1960,1,"male",319,14,11,0,0,0,0,0,0
1994153,24,19,1989,11,"male",424,10,9,0,0,0,0,0,0
1994167,21,31,1992,5,"female",855,157,58,13,1,2,0,11,1
1994175,53,29,1960,11,"female",1403,95,59,144,59,141,42,3,17
1994183,24,28,1989,8,"male",422,25,20,1,0,1,0,0,0
1994186,18,14,1995,3,"male",14,16,16,0,0,0,0,0,0
1994198,103,15,1910,7,"male",1011,877,673,35,5,35,3,0,2
1994201,17,4,1996,11,"male",54,2842,2276,3701,1908,482,392,3219,1516
1994211,55,26,1958,8,"male",263,243,68,6,6,6,2,0,4
1994223,30,13,1983,7,"male",625,477,357,64,50,62,25,2,25
1994227,91,28,1922,8,"female",288,70,36,41,16,41,14,0,2
1994245,18,15,1995,5,"female",380,68,49,613,72,601,38,12,34
1994250,22,22,1991,9,"female",5,7,4,114,14,36,6,78,8
1994283,18,17,1995,9,"female",83,268,250,2,12,2,10,0,2
1994304,76,16,1937,11,"female",746,26,16,97,12,0,5,97,7
1994309,108,3,1905,3,NA,2077,337,207,12,0,3,0,9,0
1994319,21,1,1992,7,"male",108,88,83,6,3,6,1,0,2
1994357,18,12,1995,9,"male",969,3494,2309,8210,13971,2399,7645,5811,6326
1994386,27,9,1986,10,"male",205,25,19,0,1,0,1,0,0
1994392,14,4,1999,5,"female",314,88,51,2,1,0,1,2,0
1994397,23,4,1990,2,"male",313,72,54,25,21,24,4,1,17
1994398,39,13,1974,11,"male",97,81,47,0,2,0,0,0,2
1994401,18,5,1995,5,"male",679,1253,899,1,35,1,20,0,15
1994410,33,30,1980,3,"male",186,1,1,1,0,1,0,0,0
1994411,41,3,1972,9,"male",373,236,113,46,13,35,8,11,5
1994428,16,8,1997,5,"male",473,1476,1321,1224,47,298,33,926,14
1994437,29,25,1984,12,"male",406,45,21,0,1,0,0,0,1
1994469,23,22,1990,7,"female",409,47,35,66,50,66,32,0,18
1994475,15,26,1998,11,"female",784,129,102,147,0,147,0,0,0
1994504,28,21,1985,2,"male",429,143,82,13,1,13,1,0,0
1994526,27,16,1986,2,"female",206,46,36,2,0,0,0,2,0
1994538,26,20,1987,4,"female",270,137,111,641,199,641,169,0,30
1994558,33,7,1980,5,"male",779,364,297,164,48,164,30,0,18
1994601,83,4,1930,11,"male",219,123,47,13,6,13,3,0,3
1994622,16,30,1997,11,"male",222,126,91,12,10,12,8,0,2
1994638,23,17,1990,10,"male",380,122,97,7,72,7,46,0,26
1994650,21,28,1992,10,"female",216,169,122,58,25,58,25,0,0
1994669,68,24,1945,5,"male",481,533,452,191,68,191,60,0,8
1994738,22,1,1991,7,"male",791,48,32,248,273,149,181,99,92
1994755,18,20,1995,1,"male",424,221,188,42,25,42,20,0,5
1994783,93,24,1920,5,"male",819,350,259,93,25,93,19,0,6
1994800,49,1,1964,7,"male",278,20,20,3,2,0,0,3,2
1994846,71,16,1942,12,"male",1467,12,3,0,0,0,0,0,0
1994880,20,15,1993,12,"male",495,446,325,18,14,18,9,0,5
1994883,23,19,1990,12,"male",657,28,21,1,0,0,0,1,0
1994885,31,8,1982,10,"female",249,84,62,50,67,14,36,36,31
1994904,108,30,1905,8,"male",1264,237,69,218,152,218,68,0,84
1994921,22,10,1991,8,"male",150,6,6,0,0,0,0,0,0
1994930,18,3,1995,3,"male",564,82,64,0,4,0,4,0,0
1994936,31,16,1982,4,"male",449,73,70,0,0,0,0,0,0
1994943,28,30,1985,6,"male",28,34,34,0,0,0,0,0,0
1994981,18,18,1995,8,"female",47,53,28,171,109,171,63,0,46
1995120,21,11,1992,7,"female",315,648,58,475,179,475,129,0,50
1995133,16,16,1997,3,"male",123,159,138,3,5,3,5,0,0
1995136,37,6,1976,7,"male",659,345,170,37,174,22,89,15,85
1995138,108,3,1905,1,"male",30,36,35,50,14,17,9,33,5
1995158,23,11,1990,4,"female",1369,685,285,1728,2170,1363,1579,365,591
1995184,44,27,1969,2,"male",391,83,61,0,0,0,0,0,0
1995186,25,21,1988,7,"male",69,46,25,6,9,6,2,0,7
1995195,25,6,1988,1,"male",632,135,83,0,0,0,0,0,0
1995248,49,13,1964,6,"male",167,68,40,2,0,0,0,2,0
1995249,27,26,1986,7,"female",677,321,204,188,192,87,56,101,136
1995260,20,14,1993,10,"male",367,154,147,6,2,2,2,4,0
1995275,60,24,1953,12,"female",1910,105,73,121,92,119,67,2,25
1995298,22,9,1991,7,"male",423,8,6,1,0,1,0,0,0
1995334,46,16,1967,10,"female",270,34,18,49,35,0,1,49,34
1995357,43,21,1970,10,"female",376,61,29,2,0,2,0,0,0
1995370,59,1,1954,4,"male",267,66,45,953,413,953,282,0,131
1995387,45,7,1968,11,"male",758,73,30,26,11,3,6,23,5
1995388,18,31,1995,8,"female",816,1534,601,3,187,3,157,0,30
1995399,35,30,1978,8,"male",533,177,88,1,1,0,1,1,0
1995416,18,16,1995,9,"male",91,97,57,9,1,6,1,3,0
1995439,20,17,1993,3,"male",432,27,22,57,11,57,11,0,0
1995445,24,22,1989,5,"female",582,309,72,1,2,1,2,0,0
1995478,16,5,1997,8,"male",187,107,50,14,1,0,1,14,0
1995482,45,29,1968,6,"male",90,149,115,215,129,215,121,0,8
1995506,14,21,1999,12,"male",218,46,21,4,5,4,5,0,0
1995536,16,19,1997,4,"male",282,331,201,435,227,332,130,103,97
1995545,22,9,1991,9,"male",197,62,45,0,1,0,0,0,1
1995558,18,13,1995,3,"male",23,61,22,43,116,43,55,0,61
1995593,15,21,1998,11,"female",925,564,355,410,341,215,99,195,242
1995612,108,9,1905,6,"female",861,97,37,2,24,2,24,0,0
1995615,31,27,1982,3,"female",397,179,35,0,9,0,4,0,5
1995633,23,25,1990,2,"male",38,1,1,3,7,3,4,0,3
1995636,23,5,1990,3,"male",440,11,8,0,0,0,0,0,0
1995653,28,2,1985,1,"male",1266,24,18,9,5,9,4,0,1
1995690,95,3,1918,5,"female",1854,152,70,132,92,131,70,1,22
1995749,36,17,1977,8,"female",1254,437,129,159,38,159,26,0,12
1995753,24,26,1989,10,"female",105,190,119,2472,2606,2004,1817,468,789
1995754,16,14,1997,6,"female",468,412,268,28,28,0,7,28,21
1995755,21,12,1992,11,"male",740,131,95,16,22,16,4,0,18
1995788,32,12,1981,11,"female",205,15,15,0,0,0,0,0,0
1995810,16,16,1997,11,"male",236,246,128,6,2,4,0,2,2
1995812,42,18,1971,4,"male",564,68,46,6,0,6,0,0,0
1995837,19,3,1994,11,"male",406,156,67,72,68,41,24,31,44
1995847,31,16,1982,10,"female",416,21,15,7,0,7,0,0,0
1995859,19,14,1994,10,"male",597,186,39,2,1,2,1,0,0
1995881,18,27,1995,3,"male",438,638,580,0,0,0,0,0,0
1995930,63,27,1950,7,"male",901,1713,1327,2652,1719,263,1124,2389,595
1995932,42,18,1971,8,"female",569,12,9,44,2,42,0,2,2
1995954,20,19,1993,1,"male",176,147,123,0,0,0,0,0,0
1995974,37,21,1976,5,"male",145,47,26,85,133,85,87,0,46
1995991,20,25,1993,3,"male",503,120,41,2,0,2,0,0,0
1995998,21,27,1992,4,"male",322,119,65,4,31,4,24,0,7
1996006,15,18,1998,4,"male",548,224,116,122,132,122,56,0,76
1996055,39,14,1974,10,"female",1190,261,50,188,184,184,103,4,81
1996093,15,17,1998,12,"male",266,123,112,42,34,42,22,0,12
1996101,25,16,1988,7,"female",788,274,190,477,292,122,61,355,231
1996123,73,29,1940,7,"female",97,69,43,2482,295,0,184,2482,111
1996151,52,7,1961,1,"male",296,29,19,8,5,8,5,0,0
1996158,44,12,1969,7,"male",463,1,1,0,1,0,1,0,0
1996166,46,25,1967,2,"female",670,151,94,399,229,295,71,104,158
1996167,46,3,1967,10,"female",242,36,25,117,18,75,10,42,8
1996170,26,2,1987,2,"female",347,96,13,35,92,35,87,0,5
1996176,21,22,1992,10,"male",990,439,259,5,26,2,13,3,13
1996178,59,9,1954,2,"female",411,15,8,3,3,3,3,0,0
1996194,14,10,1999,10,"female",4,0,0,0,0,0,0,0,0
1996201,24,5,1989,5,"female",24,38,31,23,27,23,14,0,13
1996227,28,8,1985,3,"male",547,99,83,4,2,4,2,0,0
1996244,70,18,1943,5,"female",1406,37,9,3,0,3,0,0,0
1996293,20,16,1993,12,"male",44,67,63,14,0,14,0,0,0
1996303,17,18,1996,2,"male",297,75,55,0,0,0,0,0,0
1996305,54,8,1959,1,"male",965,8,5,0,0,0,0,0,0
1996314,52,7,1961,12,"male",370,50,23,1,0,1,0,0,0
1996326,43,24,1970,9,"male",486,77,39,64,22,64,18,0,4
1996337,17,12,1996,1,"female",846,252,116,514,450,0,82,514,368
1996347,108,13,1905,9,"female",1688,382,181,28,39,28,30,0,9
1996358,28,5,1985,3,"male",2,8,6,0,0,0,0,0,0
1996376,15,14,1998,8,"male",10,14,9,2,1,2,1,0,0
1996396,18,4,1995,4,"female",393,213,56,41,69,41,60,0,9
1996420,38,26,1975,8,"female",627,261,137,5,12,5,2,0,10
1996424,65,14,1948,4,"male",1928,106,35,8,56,8,40,0,16
1996428,25,3,1988,10,"female",409,68,51,2,31,2,19,0,12
1996469,49,25,1964,5,"male",418,83,75,5,0,5,0,0,0
1996473,54,16,1959,8,"male",1167,54,11,37,14,0,8,37,6
1996481,15,10,1998,1,"female",217,90,22,363,18,363,18,0,0
1996496,31,31,1982,1,"male",252,54,31,17,17,17,8,0,9
1996519,63,19,1950,9,"female",415,11,7,12,10,0,7,12,3
1996534,17,29,1996,3,"female",1004,375,156,794,934,786,561,8,373
1996549,75,26,1938,5,"male",2188,791,587,122,80,122,51,0,29
1996554,19,31,1994,1,"male",416,165,81,1,32,1,5,0,27
1996572,21,13,1992,3,"male",169,97,84,0,2,0,1,0,1
1996576,23,7,1990,4,"female",55,494,198,756,747,315,384,441,363
1996601,16,3,1997,7,"female",396,482,171,77,172,75,78,2,94
1996635,49,23,1964,6,"female",736,262,185,8,32,8,22,0,10
1996640,17,27,1996,11,"female",844,432,203,493,796,278,451,215,345
1996642,23,9,1990,5,"female",1402,682,147,31,74,13,67,18,7
1996691,28,23,1985,8,"female",1157,335,173,491,1237,395,810,96,427
1996699,16,1,1997,1,"male",17,10,9,0,0,0,0,0,0
1996736,23,24,1990,1,"male",47,8,5,0,0,0,0,0,0
1996752,32,6,1981,1,"male",365,99,48,267,265,267,218,0,47
1996765,108,23,1905,9,"female",2008,138,58,18,4,15,4,3,0
1996777,51,20,1962,4,"male",818,73,46,142,29,0,1,142,28
1996778,19,28,1994,7,"female",234,8,5,96,275,0,31,96,244
1996820,36,5,1977,4,"male",711,7,3,6,0,6,0,0,0
1996839,27,15,1986,7,"male",534,48,44,1,2,1,1,0,1
1996844,19,13,1994,6,"female",950,183,109,1004,888,11,336,993,552
